name,url,telephone,tax_num,street,locality,region,postcode,country
"Several Sources Shelters, Inc.",http://www.severalsources.net,(201) 825-7277,EIN 22-2368937,P.O. Box 157,Ramsey,NJ,07446,USA
Warm Heart Worldwide Inc,http://www.warmheartworldwide.org,1732-745-9295,EIN 26-2059241,434 Cedar Ave,Highland Park,NJ,08904,USA
TRAVELERS AID - NEWARK LIBERTY INTERNATIONAL AIRPORT,http://www.travelersaid.org,973-623-5052,EIN 59-2506390-001,"Newark Liberty International Airport Terminal B, Box # 33",Newark,NJ,07114,USA
Christopher Reeve Foundation A New Jersey Nonprofit Corporation dba Christopher and Dana Foundation,http://www.ChristopherReeve.org,(973) 379-2690,EIN 22-2939536,636 Morris Turnpike Suite 3A,Short Hills,NJ,07078,USA
"KARE Organization, Inc",http://www.karefoundation.org,609-435-6380,EIN 27-3075968,120 Parker Pl,Hamilton,NJ,08609,USA
CHILDREN'S SPECIALIZED HOSPITAL FOUNDATION INC,http://www.childrens-specialized.org,(908) 301-5410,EIN 13-6844298,150 New Providence Road,Mountainside,NJ,07092,USA
Wayuu Taya Foundation Inc,http://www.wayuutaya.org,(212) 227-0400,EIN 37-1449493,Po Box 328,Midland Park,NJ,07432,USA
New Jersey Parents Caucus Inc,http://www.newjerseyparentscaucus.org,,EIN 22-3735754,275 Rt 10 East Suite 220-414,Succasunna,NJ,07876,USA
Everas Community Services Inc,http://www.everas.org,(732) 805-1912,EIN 22-2462247,24 Worlds Fair Dr Ste K,Somerset,NJ,08873,USA
Trenton Community Music School Inc,http://www.trentoncommunitymusic.org,(609) 394-8700,EIN 22-3559611,Po Box 5206,Trenton,NJ,08638,USA
"Women's Health And Counseling Center, Inc.",http://www.womenandhealth.org,(908) 526-2335,EIN 22-2389503,71 Fourth Street,Somerville,NJ,08876,USA
Backpacks for Life Inc,http://www.backpacksforlife.org,862-266-1704,EIN 47-1281873,55 Sunset Ave,Verona,NJ,07044,USA
American Childrens Cancer Association Inc,http://,,EIN 22-3545753,16 South Ave Ste 140,Cranford,NJ,07016,USA
Down The Block,http://www.downtheblock.org/contact.html,973-943-1424,EIN 30-0526365,P.O. Box 7,Short Hills,NJ,07078,USA
Court Appointed Special Advocates Of Atlantic County Inc,http://www.atlanticcapecasa.org,(609) 601-7800,EIN 22-3348198,321 Shore Road,Somers Point,NJ,08244,USA
Antler Ridge Wildlife Sanctuary,http://Antler-ridge.com,973-800-2420,EIN 26-1338113,52 County Road 661,Newton,NJ,07860,USA
Arabian Rescue Mission Inc,http://www.arabianrescuemission.org,(973) 948-9471,EIN 20-4969976,42 Glen Rd,Wantage,NJ,07461,USA
Collinsville Child Care Center Inc,http://,(973) 538-2366,EIN 22-1899892,C/o The Greater Morristown Ymc,Cedar Knolls,NJ,07927,USA
Paramanand Yoga & Vedant Institute Inc,http://,,EIN 52-2382517,C/Odeepak Baweja1 Caraway Court,Lumberton,NJ,08048,USA
CENTS ACROSS AMERICA INC,http://Www.centsacrossamerica.org,,EIN 27-4042708,P.O. Box 99,Brookside,NJ,07926,USA
Academy Parent Partnership Org A New Jersey Nonprofit Corporation,http://,(201) 530-0134,EIN 22-3527177,200 Hackensack Ave,Hackensack,NJ,07601,USA
Hemophilia Association Of New Jersey,http://,,EIN 22-1964188,197 State Route 18 Ste 260,E Brunswick,NJ,08816,USA
Hope Loves Company Inc.,http://www.hopelovescompany.com,,EIN 20-8418402,PO Box 931,Pennington,NJ,08534,USA
Eden Autism Services,http://www.edenautism.org,609-987-0099,EIN 22-2069597,2 Merwick Road,Princeton,NJ,08540,USA
Marine Mammal Stranding Center,http://,,EIN 22-2368650,Po Box 773,Brigantine,NJ,08203,USA
Hobby Quest Foundation A NJ Nonprofit Corporation,http://,2018986159,EIN 81-1555058,391 Grand Avenue Suite 5,Englewood,NJ,07631,USA
United Percussion And Arts Inc,http://,,EIN 20-3944847,3 Lakeside Dr,Voorhees,NJ,08043,USA
Children of the Earth Foundation,http://www.cotef.org,609-971-1799,EIN 22-3793012,529 Route 9 #10,Waretown,NJ,08758,USA
Ridgeway Volunteer Fire Company,http://,(732) 657-5858,EIN 22-3038140,2848 Ridgeway Rd,Manchester,NJ,08759,USA
Foster and Adoptive Family Services Inc,http://www.fafsonline.org,1.800.222.0047,EIN 22-2152414,PO Box 518 4301 Route 1 SOuth,Monmouth Junction,NJ,08852,USA
YWCA of Princeton NJ,http://www.ywcaprinceton.org,(609) 497-2100,EIN 21-0635056,59 Paul Robeson Place,Princeton,NJ,08540,USA
Concerned Persons For Adoption,http://,,EIN 23-7458217,118 Stephenville Pkwy,Edison,NJ,08820,USA
The Arnold Gold Foundation,http://humanism-in-medicine.org,,EIN 22-3052098,619 Palisade Avenue,Englewood Cliffs,NJ,07632,USA
Aslan Youth Ministries,http://www.aslanyouth.org,732-741-7824,EIN 22-2061018,PO Box 270,Red Bank,NJ,07701,USA
POAC Autism Services,http://www.poac.net,732-785-1099,EIN 22-3696578,1989 Route 88,Brick,NJ,08724,USA
Hudson Pride Connections,http://www.HudsonPride.org,,EIN 22-3312710,32 Jones St,Jersey City,NJ,07306,USA
Holistic Moms Network Inc,http://www.holisticmoms.org,973-228-2110,EIN 20-0347311,PO Box 408,Caldwell,NJ,07006,USA
Congenital Heart Information Network,http://www.tchin.org,609-822-1572,EIN 23-2875927,PO Box 3397,Margate City,NJ,08402,USA
Family Member,http://www.familymemberinc.org,917-239-0062,EIN 27-3031799,110 Chestnut Ridge Road #179,Montvale,NJ,07645,USA
New Jersey State Museum Foundation,http://www.statemuseum.nj.gov,(609) 394-5310,EIN 22-6098724,Po Box 530,Trenton,NJ,08618,USA
"Family Resource Associates, Inc.",http://www.frainc.org,732-747-5310,EIN 22-2285850,35 Haddon Ave.,Shrewsbury,NJ,07702,USA
Rutgers Learning Network Inc,http://rutgersjx.com,9085961179,EIN 20-2194762,172 Carol St Rabbi Meir Goldberg,Lakewood,NJ,08701,USA
North American Jat Charities Inc,http://,,EIN 22-3279370,20 Gumani Ct,Freehold,NJ,07728,USA
Women's Opportunity Center - YMCA of Burlington County,http://www.woc-bc.org,"856-234-6200, ex",EIN ,59 Centerton Road,Mt. Laurel,NJ,08054,USA
Community Access Unlimited Inc,http://www.caunj.org,(908) 354-3040,EIN 22-2318586,80 West Grand Street,Elizabeth,NJ,07202,USA
"ArtWorks, The Naomi Cohain Foundation",http://www.artworksfoundation.org,201-608-0146,EIN 02-0617654,96 Engle Street Suite 120,Englewood,NJ,07631,USA
Lung Cancer Circle Of Hope,http://www.lungcancercircleofhope.org,,EIN 20-4020040,Po Box 7092,Rochelle Park,NJ,07662,USA
RedeemUs Essex A NJ Nonprofit Corporation,http://www.RedeemUsSocial.org,1-(877) 702-4673,EIN 47-1318801,218 South 8Th Street 1st Floor,Newark,NJ,07103,USA
JEWISH RENAISSANCE MEDICAL CENTER INC,http://www.jrmc.us,(732) 293-0139,EIN 22-3780067,275 Hobart St,Perth Amboy,NJ,08861,USA
Alborada Spanish Dance Theatre,http://www.alboradadance.org,732-598-3979,EIN 22-3406591,860 King Georges Post Road,Fords,NJ,08863,USA
All Star Pet Rescue,http://,,EIN 51-0571473,Po Box 301,Linden,NJ,07036,USA
Sylvia's Children,http://,732-946-2711,EIN 03-0527110,89 Middletown Rd,Holmdel,NJ,07733,USA
Institute Of Electrical And Electronics Engineers Inc,http://www.ieee.org,(732) 981-0060,EIN 13-1656633,445 Hoes Ln,Piscataway,NJ,08854,USA
Pedals for Progress,http://www.p4p.org,908-638-4811,EIN 22-3122003,Box 312,High Bridge,NJ,08829,USA
New City Kids Inc,http://newcitykids.org,(201) 915-9896,EIN 22-3529691,240 Fairmount Avenue,Jersey City,NJ,07306,USA
Manchester Township Educational Foundation,http://www.mtef4kids.org,732-856-8331,EIN 26-0318478,Po Box 168,Manchester,NJ,08759,USA
Newark Public Radio Inc,http://www.wbgo.org,(973) 624-8880,EIN 22-2137728,54 Park Pl,Newark,NJ,07102,USA
Habitat For Humanity International Inc,http://www.rvhabitat.org,(908) 704-0016,EIN 22-3126027,Po Box 6275,Bridgewater,NJ,08807,USA
Oorah Inc,http://www.oorah.org,(732) 730-1000,EIN 22-3746051,1805 Swarthmore Ave,Lakewood,NJ,08701,USA
New York City Relief Inc,http://www.nycr.org,(800) 736-2773,EIN 11-2974154,295 Walnut St,Elizabeth,NJ,07201,USA
Platinum Minds Inc,http://www.platinummids.org,(908) 470-1459,EIN 20-8826409,95 W Main St Ste 5 # 166,Chester,NJ,07930,USA
United Community Corporation,http://www.uccnewark.org,(973) 642-0181,EIN 22-1761128,31 Fulton St,Newark,NJ,07102,USA
Interfaith Food Pantry Inc,http://www.mcifp.org,973-538-8049,EIN 22-3618468,2 Executive Drive,Morris Plains,NJ,07950,USA
SUPPORT ORGANIZATION FOR KIDS IN NEED,http://www.sofkin.org,732 355 9582,EIN 20-1184182,11 Monica Way,Monmouth Jct,NJ,08852,USA
Hindu Swayamsevak Sangh U S A Inc,http://www.hssus.org,(973) 500-8477,EIN 52-1647017,121 Hawthorne Ct,Rockaway,NJ,07866,USA
Women Helping Women,http://www.whwnj.com/,732-549-6000,EIN 22-2180775,530 Elm St,Westfield,NJ,07090,USA
Juvenile Diabetes Foundation International,http://,,EIN 51-0230260,740 Broad Sst,Shrewsbury,NJ,07702,USA
Samaritan Inn Inc,http://,,EIN 22-2332307,901 Swartswood Rd,Newton,NJ,07860,USA
Baptist Home Of South Jersey,http://,,EIN 21-0663921,303 Bank Ave,Riverton,NJ,08077,USA
Carey Foundation Inc. (The Tutu Project),http://careyfoundation.org,,EIN 45-4907360,169 West Saddle River Road,Saddle River,NJ,07458,USA
Friends Of Unistream Inc,http://,(646) 728-0606,EIN 20-8156478,4041d Hadley Rd Ste 101,S Plainfield,NJ,07080,USA
International Stillbirth Alliance Nfp,http://www.stillbirthalliance.org,,EIN 11-3691112,Po Box 14,Millburn,NJ,07041,USA
Atlantic Highlands Arts Council,http://www.filmonefest.org,732-856-8383,EIN 20-8399730,Po Box 236,Atlantic Hlds,NJ,07716,USA
Kars4Kids Inc,http://www.kars4kids.org,877-KARS-4-KIDS,EIN 22-3746050,1805 Swarthmore Ave,Lakewood,NJ,08701,USA
"Strong Prison Wives and Families, Inc.",http://www.strongprisonwives.com,,EIN 47-2974858,PO Box 85,Gillette,NJ,07933,USA
Food Bank of South Jersey,http://www.foodbanksj.org,(856) 662-4884,EIN 22-2623089,1501 John Tipton Blvd,Pennsauken,NJ,08110,USA
Center Players Incorporated,http://www.centerplayers.org,(732) 462-9093,EIN 22-3448032,35 South St,Freehold,NJ,07728,USA
Young Womens Christian Association,http://www.ywcabergencounty.org,(201) 881-1700,EIN 22-1494725,214 State St Ste 207,Hackensack,NJ,07601,USA
"Project Literacy of Greater Bergen County, Inc.",http://www.project-literacy.org,(201) 489-7066,EIN 22-3342003,355 Main Street,Hackensack,NJ,07601,USA
A Partnership for Change Inc,http://www.apartnershipforchange.org/,(914) 449-7426,EIN 16-1767022,PO Box 523,Oradell,NJ,07649,USA
AMERICAN COUNCIL OF THE RAMABAI MUKTI MISSION,http://www.helpindiakids.org,908-638-3112,EIN 23-1409702,PO Box 4912,Clinton,NJ,08809,USA
55 Kip Center,http://www.55kipcenter.org,201-460-1600,EIN 22-2674152,55 Kip Ave,Rutherford,NJ,07070,USA
"Waste To Charity, Inc.",http://www.wastetocharity.org,856-456-4996,EIN 22-3790983,Woodbury Executive Center 15 E Center St,Woodbury,NJ,08096,USA
Homefront Inc,http://www.homefrontnj.org,(609) 989-9417,EIN 22-3165145,1880 Princeton Ave,Lawrenceville,NJ,08648,USA
Soul Searchers Evangelism Ministries Inc,http://,,EIN 52-1592402,3600 Earle St,Pennsauken,NJ,08110,USA
Mother Seton Regional High School,http://motherseton.org,732-382-1952 x17,EIN 90-0660577,One Valley Road Mother Seton Regional High Sch,Clark,NJ,07066,USA
Eastwick Foundation,http://eastwickfoundation.org,(201) 357-8260,EIN 26-0292184,10 South Franklin Turnpike,Ramsey,NJ,07446,USA
"Home Port Alliance for the USS New Jersey, Inc.",http://www.battleshipnewjersey.org,(856) 966-1652,EIN 22-3604324,62 Battleship Pl,Camden,NJ,08103,USA
New Jersey Humanist Network Inc,http://www.njhn.org,732-649-8984,EIN 22-3661045,PO Box 5521,Somerset,NJ,08875-5521,USA
Open Door Pregnancy Center,http://www.theopendoor.com,,EIN 22-2563190,533 Lakehurst Rd,Toms River,NJ,08755,USA
Values Into Action Nj Inc,http://,(610) 565-5177,EIN 20-8483298,14 Scenic Dr Ste 33,Dayton,NJ,08810,USA
"The CJ Foundation for SIDS, Inc.",http://www.cjsids.org,1-888-CJ-SIDS,EIN 22-3280254,Hackensack University Medical Center 30 Prospect Ave,Hackensack,NJ,07601,USA
Windmill Alliance Inc,http://,(201) 858-4460,EIN 52-1648111,141 Broadway,Bayonne,NJ,07002,USA
Alpine Learning Group Inc,http://www.alpinelearninggroup.org,201612-7800 X 18,EIN 22-2887044,777 Paramus Rd,Paramus,NJ,07652,USA
Bais Tova Inc,http://,(732) 901-3913,EIN 22-3674957,555 Oak St,Lakewood,NJ,08701,USA
Nyc Dance Alliance Foundation Inc,http://,,EIN 27-2855982,101 Mcintosh Dr,Mahwah,NJ,07430,USA
SONRISE DEVELOPMENT CORPORATION,http://www.sonrisehope.org,(201) 568-3410,EIN 22-3644135,351 Englewood Ave,Englewood,NJ,07631,USA
Organize Change,http://,,EIN 47-1379934,Po Box 20315,Newark,NJ,07101,USA
Troopers Assisting Troops Inc,http://,(732) 449-3650,EIN 80-0586838,16 Jason Dr,Spring Lake,NJ,07762,USA
Catholic Kolping Society Of America,http://www.kolping.org,(513) 941-0247,EIN 36-3529717,1223 Van Houton Ave 2nd Floor,Clifton,NJ,07013,USA
B L E S S E D Ministries Inc,http://,,EIN 06-1549887,303 Washington St Ste 330,Newark,NJ,07102,USA
Rileighs Rainbows,http://,,EIN 47-2879668,1027 Bonnie Blue Cir,Williamstown,NJ,08094,USA
Allamuchy Township Education Foundation Inc,http://,,EIN 26-2768502,Po Box 398,Allamuchy,NJ,07820,USA
Shri Yoga Vedanta Ashram Inc,http://,(732) 441-9822,EIN 22-3522556,45 Texas Rd,Matawan,NJ,07747,USA
Jonah Inc,http://,,EIN 22-3674448,80 Grand St,Jersey City,NJ,07302,USA
Mylestone Equine Rescue a New Jersey Non-Profit Corporation,http://www.mylestone.org,908-995-9300,EIN 22-3304384,227 Still Valley Rd,Phillipsburg,NJ,08865,USA
Biancas Kids,http://www.Biancaskids.org,856-341-6311,EIN 45-0669099,,Williamstown,NJ,08094,USA
The Tender Inc,http://help4caregivers.org,,EIN 22-2224241,4501 Church Rd,Mount Laurel,NJ,08054,USA
Musconetcong Watershed Association,http://www.musconetcong.org,(908) 537-7060,EIN 22-3199292,Po Box 113,Asbury,NJ,08802,USA
Woodlands Wildlife Refuge Inc,http://www.woodlandswildlife.org,9087308300,EIN 22-3053310,PO Box 5046,Clinton,NJ,08809,USA
Ronald McDonald House of Southern New Jersey Inc,http://www.ronaldhouse-snj.org,856-966-4663,EIN 22-2430393,550 Mickle Blvd,Camden,NJ,08103,USA
Cerge-Ei Foundation,http://,(201) 692-9408,EIN 25-1725738,715 Queen Anne Rd,Teaneck,NJ,07666,USA
Delaware Valley Americans United for Separation of Church and State,http://dvau.org,856-881-1816,EIN 02-0712242,4 Roosevelt Blvd DVAU,Clayton,NJ,08312,USA
International FPIES Association (I-FPIES),http://www.fpies.org,(908) 910-4419,EIN 45-3930377,319 Richmond Avenue,Point Pleasant,NJ,07731,USA
Home Front Hearts,http://www.homefronthearts.org,732-698-2389,EIN 26-1661564,7 Laurie Dr,E Brunswick,NJ,08816,USA
VETERANETWORK,http://www.veteranetwork.org,732-343-0100,EIN 46-1839593,PO Box 307,Spotswood,NJ,08884,USA
Lyme Disease Association Inc,http://www.LymeDiseaseAssociation.org,,EIN 22-3123551,Po Box 1438,Jackson,NJ,08527,USA
Launching Point,http://,,EIN 20-8289482,37 Vreeland Rd,Florham Park,NJ,07932,USA
The Historic Jersey City & Harsimus Cemetery,http://www.jerseycitycemetery.org,201-707-0738   o,EIN 22-1019830,435 Newark Avenue,Jersey City,NJ,07302,USA
Eden Autism Services Foundation Inc,http://www.edenautism.org,(609) 987-0099,EIN 22-4215005,2 Merwick Rd,Princeton,NJ,08540,USA
Companion Animal Advocates,http://www.companionaninmaladvocates.org,(201) 706-7666,EIN 26-1922162,55 Harristown Rd Ste 106,Glen Rock,NJ,07452,USA
Gi Go Fund Inc,http://www.gigofund.org,(973) 802-1479,EIN 20-4990937,Po Box 1777,New Brunswick,NJ,08903,USA
More Than Me Foundation Inc,http://www.morethanme.org,202-643-8577,EIN 26-2599199,9 Hill St,Bernardsville,NJ,07924,USA
Francis E Parker Memorial Home,http://www.franciseparker.com,(732) 545-8330,EIN 22-1589209,1421 River Rd,Piscataway,NJ,08854,USA
Mental Health Association Of Essex County,http://www.mhaessex.org,(973) 509-9777,EIN 22-1568147,33 S Fullerton Ave,Montclair,NJ,07042,USA
Center for Food Action in New Jersey,http://www.cfanj.org,201-569-1804 x25,EIN 22-2189072,192 W Demarest Ave,Englewood,NJ,07631,USA
United Way Of Central Jersey Inc,http://www.uwcj.org,(732) 247-3727,EIN 22-1520408,32 Ford Ave,Milltown,NJ,08850,USA
Homeless Animal Rescue Team,http://,,EIN 86-1067461,208 Lenox Ave 156,Westfield,NJ,07090,USA
The Andrew Goodman Foundation Inc.,http://www.andrewgoodman.org,201-787-0920,EIN 13-6207568,PO Box 394,Mahwah,NJ,07430,USA
Unexpected Wildlife Refuge,http://www.unexpectedwildliferefuge.org,,EIN 23-7025010,Po Box 765,Newfield,NJ,08344,USA
Tri-State Weimaraner Rescue Inc,http://www.tristateweimrescue.org,(856) 974-5000,EIN 20-4793030,3119 Belvidere Rd,Phillipsburg,NJ,08865,USA
Garden State Film Festival,http://gsff.org,(877) 908-7050,EIN 48-1280505,PO Box 751,Asbury Park,NJ,07712,USA
EDS TODAY ~ Ehlers-Danlos Advocates,http://www.edstoday.org/,,EIN 91-2041609,PO Box 1382,Mays Landing,NJ,08330,USA
Radburn Association,http://www.radburn.org,(201) 796-1300,EIN 22-1217230,29-20 Fair Lawn Ave,Fair Lawn,NJ,07410,USA
NATIONAL POLICE DEFENSE FOUNDATION INC,http://npdf.org,(732) 446-3360,EIN 13-3830191,21 Kilmer Drive Building 2,Morganville,NJ,07751,USA
"Recording for the Blind & Dyslexic, Inc. National Headquarters",http://www.rfbd.org,866-RFBD-585,EIN 13-1659345,20 Roszel Rd Anne T Macdonald Ctr,Princeton,NJ,08540,USA
Manes And Tails Organization A NJ Nonprofit Corporation,http://www.manesandtailsorganization.org,,EIN 90-0182985,456 Ninth St 456 Ninth St,Hoboken,NJ,07030,USA
Isaiah House,http://www.isaiahhouse.org,,EIN 22-2699121,238 N Munn Ave,East Orange,NJ,07017,USA
American Friends Of Keren Malki,http://,(201) 836-0036,EIN 26-2251751,C/0 Shalom Bronstein 736 Grange Rd,Teaneck,NJ,07666,USA
Randy Foye Charitable Foundation Inc,http://,,EIN 26-1369321,47 W River Rd Ste D,Rumson,NJ,07760,USA
"Eva's Village, Inc",http://www.evasvillage.org,(973) 523-6220,EIN 22-2424542,393 Main St,Paterson,NJ,07501,USA
Rattle the Cage Productions,http://www.rattlethecage.org,(347) 674-9924,EIN 42-1563897,69 Pebble Lane,Blackwood,NJ,08012,USA
Clean Ocean Action Inc,http://www.cleanoceanaction.org,(732) 872-0111,EIN 22-2897204,18 Hartshorne Dr Ste 2,Highlands,NJ,07732,USA
Big Brothers Big Sisters of Monmouth & Middlesex Counties,http://www.bbbsmmc.org,732-544-2224,EIN 22-2115416,174 Main St Crystal Brook Professional Bldg,Eatontown,NJ,07724,USA
Charity Navigator,http://www.charitynavigator.org,201-818-1288,EIN 13-4148824,139 Harristown Road Suite 201,Glen Rock,NJ,07452,USA
"Cathedral Soup Kitchen, Inc.",http://www.cathedralkitchen.org,(856) 964-6771,EIN 22-3114500,1514 Federal street,Camden,NJ,08105,USA
Sikh Research Institute,http://www.sikhri.org,(778) 251-4097,EIN 41-2090424,PO Box 690504,Bridgewater,NJ,08807,USA
"Spring Street CDC (SOAR, C.H.A.N.G.E. Fitness, Table of Hope)",http://www.springstreetcdc.org,(973) 998-9330,EIN 45-0942880,65 Spring Street,Morristown,NJ,07960,USA
"Elle Foundation, Inc.",http://www.ElleFoundation.org,908-393-5529,EIN 26-4755717,P.O. Box 8068,Bridgewater,NJ,08807,USA
Cattitude Inc,http://,,EIN 26-1715304,Po Box 4732,Highland Park,NJ,08904,USA
Sierra House,http://www.sierrahouse.org,973-678-3556,EIN 33-1021736,11 South Maple Avenue,East Orange,NJ,07018,USA
Making It Possible To End Homelessness Inc,http://,(732) 729-7770,EIN 22-2931870,Po Box 1385,Highland Park,NJ,08904,USA
Gospel Services Benevolent Society Inc,http://,,EIN 22-3409064,175 Munn Ave,Irvington,NJ,07111,USA
Lifeline Animal Rescue Inc,http://www.lifelinerescue.org,,EIN 22-3771865,16 Mount Bethel Rd Box 104,Warren,NJ,07059,USA
Citizens Going Forward 2013,http://,,EIN 46-4499448,746 Trumbull St,Elizabeth,NJ,07201,USA
LIAMS ROOM,http://www.liamsroom.org,(908) 389-0316,EIN 26-0317958,230 Connecticut St,Westfield,NJ,07090,USA
Hiss & Spit Inc,http://,,EIN 33-1196401,161 Nesbit St,Weehawken,NJ,07086,USA
Garden State Law Enforcement Officers Association,http://gsleoa.com,(609) 259-1948,EIN 22-3438122,Po Box 64,Tennent,NJ,07763,USA
PHD PROJECT ASSOCIATION,http://www.phdproject.org,(201) 307-7662,EIN 20-2610773,3 Chestnut Ridge Rd,Montvale,NJ,07645,USA
Habitat for Humanity Cape May County,http://www.habitatcapemaycounty.org/,609-463-0244,EIN 22-3351733,4 Moore Rd Dn 3020,Cape May Court House,NJ,08210,USA
Circle Of Investigation Of Gnostic Anthropology Inc,http://,,EIN 22-3110426,1707 New York Ave,Union City,NJ,07087,USA
The Stickley Museum At Craftsman Farms Inc,http://www.stickleymuseum.org,(973) 540-0311,EIN 22-2944249,2352 Route 10,Morris Plains,NJ,07950,USA
Orphan Sponsorship International,http://www.OrphanSponsorship.org,,EIN 01-0613896,2 Devon Ct,Robbinsville,NJ,08691,USA
Education Network Of Christian Home Schoolers Of New Jersey Inc,http://,,EIN 22-3206450,Po Box 308,Atlantic Hlds,NJ,07716,USA
American Dystonia Society,http://www.dystonia.us,310-237-5478,EIN ,17 Suffolk Lane,Princeton Jct,NJ,08550,USA
Our Lady Of Lourdes Health Foundation,http://www.lourdesnet.org,(856) 824-3471,EIN 22-2351960,1600 Haddon Ave,Camden,NJ,08103,USA
The Baroque Orchestra Of New Jersey Inc,http://,,EIN 22-3486103,531 Herrick Dr,Dover,NJ,07801,USA
Boys & Girls Club of Clifton Inc,http://www.bgcclifton.org,(973) 773-0966,EIN 22-1589377,802 Clifton Ave,Clifton,NJ,07013,USA
