name	url	telephone	tax_num	street	locality	region	postcode	country	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Causes	Results
Rainbow Omega Inc	http://www.rainbowomega.org		EIN 63-1036500	Po Box 740	Eastaboga	AL	36260	USA	Provide group homes for developmentally disabled adults in a caring and nurturing environment.				Provided dayhab services, vocational training and respite care services for residents and others.	Group Homes, Human Services	
Forgotten Felines Inc	http://		EIN 36-4595253	Po Box 60	Capshaw	AL	35742	USA	Care of unwanted pets				Cared for and maintained several hundred of our feline charges	Animal Protection & Welfare, Animals	
United Methodist Childrens Home	http://umch.net	800-239-3575	EIN 63-0302145	3140 Zelda Court	Montgomery	AL	36106	USA	To follow the example of Christ by embracing all God's children ... one child, one family at a time.				Group home care, therapeutic foster care, services to young mothers and babies, and family preservation services.	Human Services, Residential Care & Adult Day Programs	
EQUAL JUSTICE INITIATIVE	http://www.eji.org	334-269-1803	EIN 63-1135091	122 Commerce St	Montgomery	AL	36104	USA	Equal Justice Initiative of Alabama (EJI) is a nonprofit organization that provides legal assistance to indigent criminal defendants and prisoners who have been denied fair and just treatment. EJI litigates on behalf of death row prisoners, juveniles, people wrongly convicted or charged with violent crimes, poor people denied effective legal representation and others whose trials are marked by racial bias or prosecutorial misconduct. EJI established a race and poverty initiative that is designed to confront our nation's history of racial injustice and the way it continues to impact the national discourse on race and our criminal justice system.				Equal justice initiative of alabama (eji) is a non-profit organization that provides legal assistance to indigent criminal defendants and prisoners who have been denied fair and just treatment. Eji litigates on behalf of death row prisoners, juveniles, people wrongly convicted or charged with violent crimes, poor people denied effective legal representation and others whose trials are marked by racial bias or prosecutorial misconduct. Eji works with communities who have been marginalized by poverty and discouraged by unequal treatment. Eji also provides training and prepares reports, litigation aids and public information to assist policy makers in the critically important work of reforming the administration of justice.	Civil Rights, Civil Rights, Social Action & Advocacy, Crime & Law, Public Interest Law, Unknown	
Phi Upsilon Omicron Honor Society	http://		EIN 63-6049631	University Of Alabama	Tuscaloosa	AL	35487	USA							
Cerebral Palsy Housing Foundation Inc	http://	(205) 503-4040	EIN 63-0877800	6001 Crestwood Blvd	Birmingham	AL	35212	USA	To provide subsidized housing to mentally disabled persons.				The purpose of the organization is to provide mentally disabled persons with housing facilities to assist them in learning responsibility and independence.		
Regional Child Advocacy Center Inc	http://		EIN 63-1162511	Po Box 841	Grove Hill	AL	36451	USA						Human Services	
Leighton Training School Community Service Organization	http://		EIN 63-1199711	PO Box 18	Leighton	AL	35646	USA						Centers to Support the Independence of Specific Populations, Human Services	
Brown School Inc	http://		EIN 58-2194956	PO Box 1332	Selma	AL	36702	USA						Education, Elementary & Secondary Schools, Literacy	
Southwest Alabama Foundation For Mental Health Mental Retardation	http://	(251) 575-4203	EIN 63-0906048	Po Box 964	Monroeville	AL	36461	USA	Assisting mental health services provider.				Assist in providing mental health services to residents of conecuh, clarke, escambia and monroe counties.	Mental Health, Mental Health Associations	
International Iridology Practitioners Association	http://www.iridologyassn.org	(888) 682-2208	EIN 91-1539551	2100 Southbridge Parkway Suite 650	Homewood	AL	35209	USA	To encourage and promote a global sense of the medical value of iridology.				Iipa certified insturctors conducted numerous level i & ii iridology seminars, provided the annual iipa symposium, and certified numerous students/members  iipa certified instructors conducted numerous level i & ii iridology seminars, provided the annual iipa symposium, and certified numerous students/members.	Unknown	
Evangelism Missions Inc	http://emi-missions.org	(205) 646-0808	EIN 59-1712184	Po Box 550	Thorsby	AL	35171	USA	Fundamental baptist missions ministry				Evangelism missions, inc. (emi) is a fundamental baptist missions ministry. Emi's purpose is to win souls, establish churches, and train preachers for those indigenous churches. Emi missionaries come from fundamental baptist churches and must maintain membership in a local baptist church. The local church is the sending agency. Emi assists the local church in getting their missionaries to the field. Support for these missionaries comes from churches, businesses, and individuals.		
Acoe Foundation Inc	http://		EIN 26-2447937	Po Box 101855	Birmingham	AL	35210	USA						Education	
Community Kitchens of Birmingham	http://www.thecommunitykitchens.org	205-251-3569	EIN 63-0988804	1024 12TH St S	Birmingham	AL	35205	USA	to offer a warm meal, hope and reassurance to the hungry regardless of situation or condition	alleviate hunger and food insecurity		The Woodlawn and Southside communities of Birmingham	a warm and nutritious mid day meal daily	Congregate Meals, Food	Annually we prepare and serve over 95,000 plates of food.
AZALEA CITY CAT COALTION	http://www.azaleacitycats.org	251 648 7582	EIN 26-1999865	PO Box 1612	Mobile	AL	36633	USA	Ethical treatment and population control for stray and feral cats in the Mobile Alabama area (though spay neutering.). Education in the community on the values of spay and neuter and humane treatment of all pets.	humanely control the population of homeless cats using non lethal methods such as spay and neutering	476 cats to become spayed or neutered!!!!	Mobile Alabama	Trap Neuter Return for community cats.  We also offer our spay and stay special for strays that have been found throughout neighborhoods and business'.  Our low cost spay and neuter program; specifically for felines was developed in 2008.  Azalea City Cat Coalition brought the famous EARTIP to the Mobile area - (this identifies a cat has been sterilized and vaccinated.)	Animal Protection & Welfare, Animals	Through this program we have helped hundreds of people use the method of Trap Neuter Return as a preferred method of controlling the population for free roaming cats! Our goal is to have local shelters in Mobile AL, use TNR for feral cats rather than euthanizing. We have set up several colonies of Feral Cats around town which are feed, fixed and cared for by volunteers and members of the community.
B B Comer Memorial Public Library Foundation Inc	http://	(256) 249-0961	EIN 58-2004435	314 N Broadway Ave	Sylacauga	AL	35150	USA	Public library funding				To provide funding for additions to and contiunued efforts to provide a quality public library facility to the citizens of south talladega county, alabama	Philanthropy, Public Foundations	
Montgomery Metro Baseball League	http://www.mmbl.biz	(334) 657-8265	EIN 20-4086161	830 Brookwood Dr	Wetumpka	AL	36093	USA	To promote sportsmanship, athleticism and a healthy baseball environment				To promote sportsmanship, athleticism and a healthy baseball environment for individuals in the montgomery, alabama area. The montgomery metro baseball league will not discriminate against any individual for any reason.	Amateur Sports Competitions, Sports	
Christianaires Ministries Inc	http://www.christianaires.org	(205) 333-1750	EIN 63-1076733	10550 Sipsey Valley Rd	Buhl	AL	35446	USA	Serve HIM by serving Others			USA / Honduras CA	Iglesia de dios - provided christmas toys and food for 3000 children in honduras  iglesia de dios - funds for the construction of a church in the la esperanza area of honduras  iglesia de dios - disaster relief and other mission related amounts paid for the people of the la esperanza area of hodduras, including mission trips.	Protestant, Religion	
