name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Health Care And Rehabilitation Services Of Southeastern Vermont I	http://www.hcrs.org	(802) 886-4500	EIN 23-7017624	390 River St	Springfield	VT	05156	USA	Community Clinics, Health	Provide mental health services				Children's services: provides services to children and their families in county through various modes of counseling, testing, and consulting.   adult services: provide individual, group, couple, and family therapy on outpatient basis. Includes emergency and substance abuse services.   community rehabilitiation and treatment: includes day hospital, outpatient counseling, and other day programs for the chronically mentally ill.   provide care for mentally ill and developmentally disabled adults;emergency screening;substance abuse services, and non-mental health services.	
ORLEANS COUNTY HISTORICAL SOCIETY INC	http://oldstonehousemuseum.org	(802) 754-2022	EIN 03-6010727	109 Old Stone House Rd	Brownington	VT	05860	USA	Arts & Culture, Historical Organizations	To stimulate public interest and to foster public understanding regarding the history of Orleans County with special emphasis on the history of the Orleans County Grammar School and the life of Alexander Lucius Twilight.				The Old Stone House Museum, a four story granite dormitory built 1834-36, containing 25 rooms of exhibits.Education Program serving local schools and adults.	
The Vermont Quilt Festival Incorporated	http://www.vqf.org	(802) 872-0034	EIN 22-2506055	11 Pearl St Ste 205	Essex Jct	VT	05452	USA		Promote the making of quilts and				Quilt festival to promote, educate, and develop the craft of quilt making within the community.	
Vermont Assembly Of Home Health And Hospice Agencies Inc	http://vnavt.com	(802) 229-0579	EIN 23-7169051	137 Elm Street	Montpelier	VT	05602	USA	Health, Home Health Care	To increase knowledge of and to develop, improve, and expand the quality of community health services throughout the state of vermont. To provide media for the interchange of ideas and dissemination of material relative to home health needs. To foster closer cooperation among agencies and individuals providing home health care. To foster closer cooperation between home health agencies and other health care institutions and programs. To conduct and participate in the education programs and activities concerning home health and related community health services. To represent home health agency concerns with agencies and institutions involved with financing and surveying home health agency services.				Provided education and training and management advisory services to 12 home health agencies at various meetings and in response to requests for assistance and contributed $6,500 to nursing scholarship fund	
Pentangle	http://		EIN 03-0237947	31 The Green	Woodstock	VT	05091	USA	Arts & Culture, Performing Arts Centers	To provide arts programming and education					
Caledonia-Essex Area Ambulance	http://calexambulance.org	(802) 748-7544	EIN 22-2532563	Po Box 570	St Johnsbury	VT	05819	USA	Emergency Medical Services & Transport, Health	Calex is a community based leader dedicated to delivering the highest level of emergency medical care and community education with integrity and compassion.				Emergency medical services providing transport for the sick and injured.	
Heineberg Senior Housing Corporation	http://		EIN 03-0309156	412 Farrell Street	South Burlington	VT	05403	USA							
Rutland Community Programs Inc	http://	(802) 775-8224	EIN 03-0307812	Po Box 222	Rutland	VT	05702	USA	Human Services, Neighborhood Centers	Community services				Expenses incurred to provide services for head start,rsvp, one-to-one, interage, rutland area prevention coalition, foster grandparent programs, the physical activity coalition and for the maintenance of facilities.	
The Circus Barn, Inc.	http://www.smirkus.org	802-533-7443	EIN 23-7352665	1 Circus Rd	Greensboro	VT	05841	USA	Arts & Culture, Arts Education, Camps, Performing Arts, Performing Arts Schools, Sports	The mission of Circus Smirkus is to promote the skills, culture, and traditions of the traveling circus and to inspire youth to engage in life enhancing adventures in the circus arts. Smirkuss vision for the future includes national and international recognition as an organization that offers the highest quality performance and education programs in the traditional circus arts, with an emphasis on providing the opportunity for young people to live up to their potential and transform their lives through participation in circus.			Northeastern United States	In-School Residencies, Smirkus Summer Camp, The Big Top Tour	
World Learning, Inc.	http://www.worldlearning.org	800 257-7751	EIN 03-0179592	Kipling Rd PO Box 676	Brattleboro	VT	05302	USA	International, International Exchange, Promotion of International Understanding	World Learning is a nonprofit organization advancing leadership in more than 60 countries. We envision a just world, driven by engaged citizens and thriving communities. Our mission is to empower people and strengthen institutions through education, development, and exchange programs.	emerging young leaders	more than 3,000 young people	more than 60 countries	The Experiment in International Living, SIT Study Abroad, SIT Graduate Institute, and International Development and Exchange Programs	Over the course of our history, more than 100,000 young people have been through one of World Learnings educational or exchange programs. Our alumni, such as Supreme Court Justice Stephen Breyer, Nobel Peace Prize Laureate Jody Williams, and the late Peace Corps Founder Sargent Shriver have gone on to become leading voices in international development, peacebuilding, and human rights.    In 2011, The White House recognized The Experiment in International Living for its contributions to intercultural understanding. Our international development team has been endorsed by the United States Agency for International Development through 55 projects in 30 countries.
Bicentennial St Johnsbury House Foundation Inc	http://		EIN 03-0259055	PO Box 159	St Johnsbury	VT	05819	USA							
Southwestern Vermont Health Care Auxiliary	http://www.svhealthcare.org	(802) 442-6361	EIN 22-2563243	100 Hospital Dr	Bennington	VT	05201	USA	General Hospitals, Health	To serve and assist southwestern vermont health care corporation and its not-for-profit subsidiaries in promoting the health and welfare of the community and to conduct various philanthropic activities for southwestern vermont health care.				The organization operates the hospital's gift and flower shop and runs an emergency response system which served 806 clients and has 638 patients online at 9/30/14. It also makes contributions to local organizations to promote the health and welfare of the community.	
