name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Programs	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	 	
Love of Vietnam Expressed	http://www.loveofvietnamexpressed.org	580-798-6336	EIN 59-3742725	c/o 16 15th Ave., NW	Ardmore	OK	73401	USA	Children & Youth, Food, Food Programs, Home Improvement & Repairs, Homeless & Housing, International, International Relief, Youth Development Programs	LoveOfVietnamExpressed,Inc.(L.O.V.E.) , is a Christian inter-denominational social service/relief mission. We connect needy children, families, and university students to sponsors; provide educational, nutritional, and medical assistance; provide disaster relief; and assist other missions groups to serve our area, including medical and dental teams.	Sponsors provide school scholarships and other needs to keep poor children in school (school is not free in Vietnam). Sponsors also meet other necessary needs, including nutrition and adequate shelter, as well as correspond regularly with the children.						
Mexico Missions Inc	http://	(405) 808-1051	EIN 73-1382602	Po Box 5652	Norman	OK	73070	USA	Unknown	To establish and support ministries in mexico	Establish and support missionaries in mexico						
Ok Adopt A Dog	http://		EIN 27-0591945	Po Box 974	Harrah	OK	73045	USA	Animal Protection & Welfare, Animals								
Maguire Community Foundation Inc	http://		EIN 73-1581358	9551 E Maguire Rd	Noble	OK	73068	USA	Emergency Assistance, Human Services								
Kingfisher First P H Church	http://		EIN 58-1789584	118 W Erwin Ave	Kingfisher	OK	73750	USA									
Smocking Arts Guild Of America Inc	http://		EIN 58-1741512	10408 E 93RD Pl N	Owasso	OK	74055	USA									
Foursquare Church Of God Incorporated	http://		EIN 73-1399452	Po Box 53091	Oklahoma City	OK	73152	USA									
Church Women United	http://		EIN 51-0200880	3102 S Gary	Tulsa	OK	74105	USA									
World Neighbors	http://www.wn.org	(405) 942-0228	EIN 73-0707328	P.O. Box 270058	Oklahoma City	OK	73137-0058	USA	Agricultural Programs, Economic Development, Environment, Food, International, International Development, Microfinance, Natural Resources Conservation & Protection, Rural Economic Development	World Neighbors inspires people and strengthens communities to find lasting solutions to hunger, poverty and disease and to promote a healthy environment.	Program service accomplishments include international programs, public education, overseas program services, program familiarization- see attached statements of program accomplishments. Our ratio for program/administrative expenses is approximately 81%. There are a number of realities that lead world neighbors to this program/administrative ratio; 1)we rely on numerous small, individual donors and foundations for our financial support and require more time by staff to support these relationships. This reality has allowed us to develop our unique and highly successful program methodology that is not driven by any one person's or organization's agenda. 2) our program is delivered by thousands of community volunteers who carry out projects for themselves. These efforts are not reflected in dollars, thus keeping our program costs low. We also do not construct buildings or provide other equipment or facilities-costs that typically boost program costs to higher levels.	World Neighbors has transformed the lives of more than 26 million people in 45 countries since 1951.	Remote, marginalized villages and communities throughout Asia, Africa and Latin America	500,000	Asia, Africa, Latin America and Haiti		
WORLD CHANGERS INTERNATIONAL MINISTRIES	http://	(918) 245-5833	EIN 73-1099319	PO Box 25	Sapulpa	OK	74067	USA		Provides youth development, food, summer camps, educational opportunities and religious training to disadvantaged native american children.	The organization provided services for disadvantaged native american children in the form of youth development, food, education, summer camps, and religious training. In addition, the organization has as its missions to educate and alert the general public to the needs of the native american people.						
Abundant Harvest Church	http://		EIN 54-1371240	8252 S Harvard Ave Ste 155	Tulsa	OK	74137	USA									
Citizens Caring for Children, Inc.	http://www.citizenscaringforchildren.org	405-753-4099	EIN 73-1230194	730 W. Wilshire Creek Blvd Suite 111 & 112	Oklahoma City	OK	73116	USA	Adult & Child Matching Programs, Child Abuse Prevention, Children & Youth, Children & Youth Services, Crime & Law, Domestic Violence	Citizens Caring for Children breaks the cycle of abuse and neglect by addressing the material, emotional, intellectual and spiritual needs of the foster children we serve... because every child deserves the chance for a better life.   Through our programs Citizens Caring for Children builds self-esteem and develops character to give hope, change lives and creates healthy futures.			Citizens Caring for Children provides resources to children who meet the following requirements: age birth  21, currently in custody of the State Department of Human Services, and living within Oklahoma, Canadian, Cleveland, Grady, Lincoln, Logan and Pottawatomie counties.				
A Chor Ministries Inc A Door Of Hope	http://		EIN 73-1477848	Po Box 1213	Mcalester	OK	74502	USA	Christianity, Religion								
Sunrise Missionary Baptist Church	http://		EIN 23-7076940	Po Box 655	El Reno	OK	73036	USA									
Waymaker Foundation	http://		EIN 65-1161298	4119 N Hammond Ave Apt A	Bethany	OK	73008	USA	Emergency Assistance								
Assistance League Of Tulsa	http://		EIN 73-6113091	Assistance League Of Tulsa Inc	Tulsa	OK	74112	USA	Children & Youth, Children & Youth Services, Human Service Organizations, Human Services, Senior Centers, Seniors, Thrift Shops	Assistance league of tulsa is dedicated to clothing students in need and meeting the essential needs of the most vulnerable in our community	Operation school bell provides new clothing, coats, shoes, 2 books and a grooming kit to more than 2,000 students a year in tulsa and surrounding areas, referred to the assistance league by school counselors. Operation school bell also has provided 46,311 uniform shirts to students attending tulsa public schools. Surplus inventory valued at approximately $4,500 was distributed to assistance league program partners.   assistance league of tulsa, inc. Received funds from the emma r. Showman trust to endow the betty bradstreet assistance fund in 2002. The endowment committee has determined that the interest and dividends generated from the principal would be awarded each year to local school districts and organizations in support of the arts. Total students benefiting from awards this year were 18,720.   senior programs maintains a partnership with two agencies, life senior services and mental health association oklahoma. We coordinate programs and activities that will enhance the life of clients of each agency. These programs and activities include organizing parties, providing gifts and baskets for at-home clients, and food for events. We also provide clothes from our bargains resale shop for the mental health fashion and talent show.						
Barthelmes Conservatory Inc	http://		EIN 73-1618015	907 S Detroit Ave Ste 910	Tulsa	OK	74120	USA	Arts & Culture, Performing Arts Schools								
Wild Heart Ranch Wildlife Rescue	http://		EIN 05-0541861	Po Box 170	Foyil	OK	74031	USA	Animal Protection & Welfare, Animals								
